	#Gi	CloneName	Stdn	Chrom	Phase	CloneState	GCenter	Accession	SeqLen	LibAbbr
33464	13429995	RP11-876F14	Y	11	3	fin	RIKEN	AP002802.3	205594	RP11
33465	15320483	RP11-882I15	Y	11	3	fin	RIKEN	AP002803.3	125000	RP11
33466	14861116	RP11-721F8	Y	11	3	fin	RIKEN	AP002806.3	161871	RP11
33467	18307726	RP11-802E16	Y	11	3	fin	RIKEN	AP002807.3	63433	RP11
33468	13094232	RP11-852N2	Y	11	3	fin	RIKEN	AP002810.3	191909	RP11
33469	14189780	RP11-91P24	Y	11	3	fin	RIKEN	AP002812.3	169250	RP11
33470	31790684	RP11-856M9	Y	11	3	fin	RIKEN	AP002813.4	187516	RP11
33471	31790685	RP11-882G5	Y	11	3	fin	RIKEN	AP002814.4	167198	RP11
33474	14189754	RP11-641I15	Y	11	3	fin	RIKEN	AP002829.3	182389	RP11
33475	15320485	RP11-651F18	Y	11	3	fin	RIKEN	AP002832.3	117898	RP11
33476	14861117	RP11-688I9	Y	11	3	fin	RIKEN	AP002833.3	175562	RP11
33477	40736960	RP11-159N11	Y	11	3	fin	RIKEN	AP002840.3	177031	RP11
33478	31790639	RP11-239P2	Y	11	3	fin	RIKEN	AP002841.3	176485	RP11
33479	31790686	RP11-46K15	Y	11	3	fin	RIKEN	AP002853.4	177463	RP11
33480	28189499	RP11-816H13	Y	11	3	fin	RIKEN	AP002856.4	227942	RP11
33481	15320486	RP11-685I24	Y	11	3	fin	RIKEN	AP002878.3	108000	RP11
33482	31790739	RP11-356J5	Y	11	3	fin	RIKEN	AP002884.5	165678	RP11
33483	17939952	RP11-1133J7	Y	11	3	fin	RIKEN	AP002886.3	168406	RP11
33484	18307727	RP11-45F15	Y	11	3	fin	RIKEN	AP002892.3	35001	RP11
33485	19879819	RP11-624G17	Y	11	3	fin	RIKEN	AP002893.3	178000	RP11
33488	22255355	RP11-1105H9	Y	11	3	fin	RIKEN	AP002956.1	219574	RP11
33490	15320490	RP11-16H7	Y	11	3	fin	RIKEN	AP002958.2	72000	RP11
33491	16751490	RP11-158K18	Y	11	3	fin	RIKEN	AP002959.2	179604	RP11
33492	14861118	RP11-187P2	Y	11	3	fin	RIKEN	AP002960.2	83000	RP11
33493	15320491	RP11-2I22	Y	11	3	fin	RIKEN	AP002961.2	157903	RP11
33494	15637092	RP11-652L8	Y	11	3	fin	RIKEN	AP002962.2	160222	RP11
33495	31790640	RP11-97I14	Y	11	3	fin	RIKEN	AP002963.3	183204	RP11
33496	17425245	RP11-114K7	Y	11	3	fin	RIKEN	AP002964.2	127508	RP11
33497	28189482	RP11-299I2	Y	11	3	fin	RIKEN	AP002965.3	150481	RP11
33498	16751491	RP11-648O15	Y	11	3	fin	RIKEN	AP002967.2	187568	RP11
33501	19263031	RP11-121M22	Y	11	3	fin	RIKEN	AP002986.2	157963	RP11
33502	31790642	RP11-428C14	Y	11	3	fin	RIKEN	AP002987.3	166893	RP11
33503	15320493	RP11-449K13	Y	11	3	fin	RIKEN	AP002988.2	105000	RP11
33504	17425247	RP11-475J2	Y	11	3	fin	RIKEN	AP002989.2	107893	RP11
33505	19263032	RP11-838H22	Y	11	3	fin	RIKEN	AP002990.2	53000	RP11
33508	21623977	RP11-456I15	Y	11	3	fin	RIKEN	AP002993.3	154839	RP11
33510	17425248	RP11-217L21	Y	11	3	fin	RIKEN	AP003025.2	193828	RP11
33511	14861119	RP11-21N9	Y	11	3	fin	RIKEN	AP003026.2	104802	RP11
33512	32306459	RP11-25I9	Y	11	3	fin	RIKEN	AP003027.3	167067	RP11
33513	14625394	RP11-446B2	Y	11	3	fin	RIKEN	AP003028.2	176320	RP11
33515	17939953	RP11-535A19	Y	11	3	fin	RIKEN	AP003031.3	95585	RP11
33516	15320495	RP11-7I15	Y	11	3	fin	RIKEN	AP003032.2	92358	RP11
33518	17425249	RP11-347E24	Y	11	3	fin	RIKEN	AP003034.2	158780	RP11
33519	14861120	RP11-482L11	Y	11	3	fin	RIKEN	AP003035.2	170638	RP11
33520	14717409	RP11-600E1	Y	11	3	fin	RIKEN	AP003036.2	55000	RP11
33523	28189484	RP11-116B3	Y	11	3	fin	RIKEN	AP003039.3	152252	RP11
33524	19879820	RP11-335F8	Y	11	3	fin	RIKEN	AP003040.2	80198	RP11
33525	22202826	RP11-567M21	Y	11	3	fin	RIKEN	AP003041.3	188172	RP11
33526	14625467	RP11-164B14	Y	11	3	fin	RIKEN	AP003042.2	111864	RP11
33527	15637094	RP11-617B3	Y	11	3	fin	RIKEN	AP003043.2	180648	RP11
33528	31790644	RP11-10A7	Y	11	3	fin	RIKEN	AP003049.3	117001	RP11
33529	28189500	RP11-410I24	Y	11	3	fin	RIKEN	AP003050.4	152715	RP11
33530	14625468	RP11-201M22	Y	11	3	fin	RIKEN	AP003055.2	83000	RP11
33531	17939954	RP11-372E19	Y	11	3	fin	RIKEN	AP003056.2	85000	RP11
33532	17939955	RP11-382M14	Y	11	3	fin	RIKEN	AP003057.2	190462	RP11
33533	14717410	RP11-736J8	Y	11	3	fin	RIKEN	AP003058.2	83000	RP11
33535	14625469	RP11-628J23	Y	11	3	fin	RIKEN	AP003060.2	165097	RP11
33536	31790645	RP11-100P11	Y	11	3	fin	RIKEN	AP003061.3	176129	RP11
33537	33589252	RP11-555G19	Y	11	3	fin	RIKEN	AP003062.3	171428	RP11
33538	31790646	RP11-65M17	Y	11	3	fin	RIKEN	AP003063.3	181208	RP11
33540	18307730	RP11-31L22	Y	11	3	fin	RIKEN	AP003065.2	190102	RP11
33541	31790647	RP11-360K13	Y	11	3	fin	RIKEN	AP003066.3	187688	RP11
33542	14517629	RP11-397P10	Y	11	3	fin	RIKEN	AP003067.2	190381	RP11
33543	31790648	RP11-399J13	Y	11	3	fin	RIKEN	AP003068.3	187934	RP11
33544	17425251	RP11-417F7	Y	11	3	fin	RIKEN	AP003069.2	171976	RP11
33545	28189485	RP11-4N9	Y	11	3	fin	RIKEN	AP003070.3	163905	RP11
33546	22202827	RP11-554A11	Y	11	3	fin	RIKEN	AP003071.3	191898	RP11
33547	19263036	RP11-573M3	Y	11	3	fin	RIKEN	AP003072.2	106000	RP11
33549	31790649	RP11-141E21	Y	11	3	fin	RIKEN	AP003079.3	166045	RP11
33550	31790650	RP11-223E3	Y	11	3	fin	RIKEN	AP003080.3	151349	RP11
33551	18307731	RP11-730C14	Y	11	3	fin	RIKEN	AP003081.2	29000	RP11
33552	31790651	RP11-746C14	Y	11	3	fin	RIKEN	AP003082.3	189635	RP11
33553	16751499	RP11-179B7	Y	11	3	fin	RIKEN	AP003083.2	161488	RP11
33554	18307732	RP11-320L11	Y	11	3	fin	RIKEN	AP003084.2	69000	RP11
33555	17425253	RP11-452H21	Y	11	3	fin	RIKEN	AP003086.2	145423	RP11
33556	17939957	RP11-594O14	Y	11	3	fin	RIKEN	AP003087.2	100403	RP11
33557	14517630	RP11-489O9	Y	11	3	fin	RIKEN	AP003093.2	75594	RP11
33558	17939958	RP11-659O1	Y	11	3	fin	RIKEN	AP003094.2	179724	RP11
33559	15320499	RP11-728G23	Y	11	3	fin	RIKEN	AP003095.2	33000	RP11
33561	15320500	RP11-12D16	Y	11	3	fin	RIKEN	AP003097.2	106773	RP11
33562	17425254	RP11-141D23	Y	11	3	fin	RIKEN	AP003098.2	183853	RP11
33563	31790653	RP11-27G22	Y	11	3	fin	RIKEN	AP003100.3	200276	RP11
33564	17939959	RP11-30J7	Y	11	3	fin	RIKEN	AP003101.2	157959	RP11
33565	16751500	RP11-386B1	Y	11	3	fin	RIKEN	AP003102.2	73529	RP11
33567	21728156	RP11-286N22	Y	11	3	fin	RIKEN	AP003108.3	209572	RP11
33568	17425256	RP11-604K5	Y	11	3	fin	RIKEN	AP003109.2	53609	RP11
33569	17425257	RP11-843A23	Y	11	3	fin	RIKEN	AP003110.2	142000	RP11
33570	17939960	RP11-21L23	Y	11	3	fin	RIKEN	AP003119.2	136000	RP11
33571	29243379	RP11-657K20	Y	11	3	fin	RIKEN	AP003120.4	189499	RP11
33573	15320502	RP11-313I2	Y	11	3	fin	RIKEN	AP003122.2	137888	RP11
33574	19263038	RP11-402K1	Y	11	3	fin	RIKEN	AP003123.2	187735	RP11
33575	29243356	RP11-447G14	Y	11	3	fin	RIKEN	AP003124.3	177483	RP11
33576	14861124	RP11-642E8	Y	11	3	fin	RIKEN	AP003125.2	180711	RP11
33577	31790654	RP11-684F2	Y	11	3	fin	RIKEN	AP003126.3	183583	RP11
33578	17939962	RP11-710G6	Y	11	3	fin	RIKEN	AP003127.2	161238	RP11
33579	14625470	RP11-90K17	Y	11	3	fin	RIKEN	AP003128.2	59000	RP11
33582	28872837	RP11-263C24	Y	11	3	fin	RIKEN	AP003168.3	122001	RP11
33583	16751503	RP11-588K15	Y	11	3	fin	RIKEN	AP003169.2	113000	RP11
33584	31790688	RP11-667M19	Y	11	3	fin	RIKEN	AP003170.4	178456	RP11
33585	16751504	RP11-676F20	Y	11	3	fin	RIKEN	AP003171.2	137000	RP11
33586	17939964	RP11-822D3	Y	11	3	fin	RIKEN	AP003172.2	33994	RP11
33588	17425259	RP11-136I14	Y	11	3	fin	RIKEN	AP003174.2	170156	RP11
33589	16751505	RP11-158C6	Y	11	3	fin	RIKEN	AP003175.2	81000	RP11
33590	20334337	RP11-15L8	Y	11	3	fin	RIKEN	AP003176.2	182769	RP11
33591	14861125	RP11-314C6	Y	11	3	fin	RIKEN	AP003177.2	171621	RP11
33592	19263039	RP11-713B9	Y	11	3	fin	RIKEN	AP003179.2	112998	RP11
33593	19263040	RP11-94P11	Y	11	3	fin	RIKEN	AP003181.2	165611	RP11
33594	17939965	RP11-104B12	Y	11	3	fin	RIKEN	AP003304.2	182218	RP11
33595	15637097	RP11-667E8	Y	11	3	fin	RIKEN	AP003305.2	134764	RP11
33596	20334338	RP11-703H8	Y	11	3	fin	RIKEN	AP003306.2	173348	RP11
33597	31790656	RP11-95J9	Y	11	3	fin	RIKEN	AP003307.3	168559	RP11
33599	31790657	RP11-507F16	Y	11	3	fin	RIKEN	AP003327.3	188040	RP11
33601	17939966	RP11-21G19	Y	11	3	fin	RIKEN	AP003383.2	157533	RP11
33602	31790658	RP11-35N19	Y	11	3	fin	RIKEN	AP003384.3	156712	RP11
33603	20334339	RP11-655M14	Y	11	3	fin	RIKEN	AP003385.2	174074	RP11
33604	15320506	RP11-699F16	Y	11	3	fin	RIKEN	AP003386.2	72000	RP11
33605	32306461	RP11-700F9	Y	11	3	fin	RIKEN	AP003387.3	185017	RP11
33606	15320507	RP11-768C19	Y	11	3	fin	RIKEN	AP003388.2	46441	RP11
33609	22760187	RP11-110I1	Y	11	3	fin	RIKEN	AP003392.2	178341	RP11
33610	20302475	RP11-196E1	Y	11	3	fin	RIKEN	AP003393.1	174303	RP11
33611	20302476	RP11-278J24	Y	11	3	fin	RIKEN	AP003394.1	164778	RP11
33612	20302477	RP11-305N23	Y	11	3	fin	RIKEN	AP003395.1	205596	RP11
33613	20302607	RP11-334E6	Y	11	3	fin	RIKEN	AP003396.1	191362	RP11
33614	17939967	RP11-1007G5	Y	11	3	fin	RIKEN	AP003397.2	184643	RP11
33615	15637098	RP11-170L9	Y	11	3	fin	RIKEN	AP003398.2	156829	RP11
33616	19879821	RP11-448N3	Y	11	3	fin	RIKEN	AP003399.2	68801	RP11
33617	15320508	RP11-643G5	Y	11	3	fin	RIKEN	AP003400.2	135637	RP11
33618	19263044	RP11-782L18	Y	11	3	fin	RIKEN	AP003401.2	20000	RP11
33619	31790659	RP11-661I21	Y	11	3	fin	RIKEN	AP003402.3	187946	RP11
33620	31790660	RP11-750J5	Y	11	3	fin	RIKEN	AP003403.3	183902	RP11
33622	15320509	RP11-614K12	Y	11	3	fin	RIKEN	AP003420.2	160945	RP11
33623	28872838	RP11-951E24	Y	11	3	fin	RIKEN	AP003421.3	114999	RP11
33624	16751507	RP11-682A1	Y	11	3	fin	RIKEN	AP003440.2	90492	RP11
33625	31790662	RP11-781E6	Y	11	3	fin	RIKEN	AP003441.3	199495	RP11
33626	19263045	RP11-211H5	Y	11	3	fin	RIKEN	AP003459.2	28000	RP11
33627	31790663	RP11-285P16	Y	11	3	fin	RIKEN	AP003460.3	171738	RP11
33628	16751509	RP11-37O16	Y	11	3	fin	RIKEN	AP003461.2	74640	RP11
33629	17939969	RP11-480C22	Y	11	3	fin	RIKEN	AP003462.2	190032	RP11
33630	16751510	RP11-651D13	Y	11	3	fin	RIKEN	AP003463.2	91059	RP11
33631	14861130	RP11-768K4	Y	11	3	fin	RIKEN	AP003464.2	148000	RP11
33632	17425262	RP11-11E12	Y	11	3	fin	RIKEN	AP003481.2	138317	RP11
33633	19263046	RP11-734C14	Y	11	3	fin	RIKEN	AP003484.2	206750	RP11
33634	28872839	RP11-739P6	Y	11	3	fin	RIKEN	AP003485.3	166840	RP11
33635	31790664	RP11-890B15	Y	11	3	fin	RIKEN	AP003486.3	217479	RP11
33637	19263047	RP11-167J8	Y	11	3	fin	RIKEN	AP003498.2	120199	RP11
33638	16751525	RP11-178H8	Y	11	3	fin	RIKEN	AP003499.2	193227	RP11
33639	31745076	RP11-237N19	Y	11	3	fin	RIKEN	AP003500.3	161078	RP11
33640	19263048	RP11-664I21	Y	11	3	fin	RIKEN	AP003501.2	186971	RP11
33641	17425264	RP11-69K18	Y	11	3	fin	RIKEN	AP003502.2	93670	RP11
33642	17425265	RP11-86D13	Y	11	3	fin	RIKEN	AP003503.2	175454	RP11
33643	31745077	RP11-514H18	Y	11	3	fin	RIKEN	AP003530.3	205804	RP11
33644	20334341	RP11-535C12	Y	11	3	fin	RIKEN	AP003531.2	199384	RP11
33645	20334342	RP11-822P1	Y	11	3	fin	RIKEN	AP003532.2	204928	RP11
33646	28189461	RP11-21A7	Y	11	3	fin	RIKEN	AP003554.2	150474	RP11
33647	17426126	RP11-626H12	Y	11	3	fin	RIKEN	AP003555.2	121600	RP11
33648	17939970	RP11-655C2	Y	11	3	fin	RIKEN	AP003557.2	184280	RP11
33649	31790665	RP11-693A6	Y	11	3	fin	RIKEN	AP003558.3	182976	RP11
33650	31790666	RP11-794G24	Y	11	3	fin	RIKEN	AP003559.3	181439	RP11
33651	17939972	RP11-12O11	Y	11	3	fin	RIKEN	AP003678.2	153311	RP11
33652	17939975	RP11-634G3	Y	11	3	fin	RIKEN	AP003679.2	60000	RP11
33653	18307733	RP11-739B23	Y	11	3	fin	RIKEN	AP003680.2	49000	RP11
33654	16751526	RP11-115E19	Y	11	3	fin	RIKEN	AP003715.3	163728	RP11
33655	31790689	RP11-119D9	Y	11	3	fin	RIKEN	AP003716.4	165187	RP11
33656	20334343	RP11-167N4	Y	11	3	fin	RIKEN	AP003717.3	156370	RP11
33657	19879823	RP11-203F8	Y	11	3	fin	RIKEN	AP003718.3	85000	RP11
33658	17426127	RP11-25P2	Y	11	3	fin	RIKEN	AP003719.3	146724	RP11
33659	31790667	RP11-881M11	Y	11	3	fin	RIKEN	AP003721.3	201460	RP11
33660	32306462	RP11-126A9	Y	11	3	fin	RIKEN	AP003729.3	49870	RP11
33661	17939976	RP11-379J13	Y	11	3	fin	RIKEN	AP003730.3	226171	RP11
33662	15637101	RP11-677N11	Y	11	3	fin	RIKEN	AP003731.2	33560	RP11
33663	31790690	RP11-682D22	Y	11	3	fin	RIKEN	AP003732.4	193132	RP11
33664	31790740	RP11-810P12	Y	11	3	fin	RIKEN	AP003733.5	166867	RP11
33666	32306466	RP11-147G6	Y	11	3	fin	RIKEN	AP003774.4	166128	RP11
33667	18307735	RP11-206H19	Y	11	3	fin	RIKEN	AP003775.3	179680	RP11
33668	31790668	RP11-249I1	Y	11	3	fin	RIKEN	AP003777.3	173223	RP11
33669	18307736	RP11-384C21	Y	11	3	fin	RIKEN	AP003778.3	183146	RP11
33670	22415816	RP11-472L10	Y	11	3	fin	RIKEN	AP003780.3	122351	RP11
33671	31790669	RP11-49K4	Y	11	3	fin	RIKEN	AP003781.3	177748	RP11
33672	19263061	RP11-589G12	Y	11	3	fin	RIKEN	AP003782.2	180303	RP11
33673	31790691	RP11-598K3	Y	11	3	fin	RIKEN	AP003783.4	172763	RP11
33674	19263062	RP11-654C20	Y	11	3	fin	RIKEN	AP003784.2	153539	RP11
33675	17939977	RP11-7N14	Y	11	3	fin	RIKEN	AP003785.3	164354	RP11
33679	28189486	RP11-183G19	Y	11	3	fin	RIKEN	AP003967.3	172883	RP11
33680	17426131	RP11-755E23	Y	11	3	fin	RIKEN	AP003969.2	163000	RP11
33681	29243372	RP11-790I14	Y	11	3	fin	RIKEN	AP003970.3	168594	RP11
33682	19879824	RP11-850O8	Y	11	3	fin	RIKEN	AP003971.2	147440	RP11
33683	19263064	RP11-861E23	Y	11	3	fin	RIKEN	AP003972.2	181946	RP11
33684	31790670	RP11-89C3	Y	11	3	fin	RIKEN	AP003973.3	189099	RP11
33685	19263065	RP11-754H14	Y	11	3	fin	RIKEN	AP004146.2	78318	RP11
33686	28189487	RP11-785K22	Y	11	3	fin	RIKEN	AP004147.3	97120	RP11
33688	16751529	RP11-222B11	Y	11	3	fin	RIKEN	AP004241.2	152771	RP11
33689	16751530	RP11-288E14	Y	11	3	fin	RIKEN	AP004242.2	147000	RP11
33690	17939979	RP11-312N17	Y	11	3	fin	RIKEN	AP004243.2	167368	RP11
33691	18307739	RP11-59K5	Y	11	3	fin	RIKEN	AP004245.2	73640	RP11
33692	19263066	RP11-659P15	Y	11	3	fin	RIKEN	AP004247.2	203084	RP11
33693	19263067	RP11-709M17	Y	11	3	fin	RIKEN	AP004248.2	191071	RP11
33694	18307740	RP11-743I15	Y	11	3	fin	RIKEN	AP004249.2	191109	RP11
33695	19263068	RP11-77K9	Y	11	3	fin	RIKEN	AP004318.2	128885	RP11
33696	21623980	RP11-448P19	Y	11	3	fin	RIKEN	AP004369.3	158310	RP11
33697	20334347	RP11-512I24	Y	11	3	fin	RIKEN	AP004370.2	193212	RP11
33698	19263069	RP11-535N6	Y	11	3	fin	RIKEN	AP004371.2	180721	RP11
33699	31745078	RP11-651K21	Y	11	3	fin	RIKEN	AP004372.3	197360	RP11
33700	18307754	RP11-652L13	Y	11	3	fin	RIKEN	AP004373.2	96727	RP11
33702	19263072	RP11-167K18	Y	11	3	fin	RIKEN	AP004551.2	91093	RP11
33703	21623981	RP11-138O22	Y	11	3	fin	RIKEN	AP004606.4	173185	RP11
33704	32188043	RP11-529A4	Y	11	3	fin	RIKEN	AP004607.4	160683	RP11
33705	21623982	RP11-627G23	Y	11	3	fin	RIKEN	AP004608.4	65900	RP11
33706	22255360	RP11-158I9	Y	11	3	fin	RIKEN	AP004609.1	195409	RP11
33711	19879830	RP11-358N4	Y	11	3	fin	RIKEN	AP004833.2	75416	RP11
33712	21328198	RP11-66N10	Y	11	3	fin	RIKEN	AP004834.3	12020	RP11
33713	31790671	RP11-629D8	Y	11	3	fin	RIKEN	AP004835.3	134743	RP11
33726	21328199	RP11-419F8	Y	11	3	fin	RIKEN	AP005122.2	170006	RP11
33754	22202840	RP11-211G23	Y	11	3	fin	RIKEN	AP005233.3	157200	RP11
33765	22202845	RP11-754H12	Y	11	3	fin	RIKEN	AP005273.3	51915	RP11
33773	28189488	RP11-60H9	Y	11	3	fin	RIKEN	AP005401.3	75877	RP11
33779	31790693	RP11-721O19	Y	11	3	fin	RIKEN	AP005434.4	163308	RP11
33780	28189468	RP11-81M19	Y	11	3	fin	RIKEN	AP005435.2	66005	RP11
33781	21623844	RP11-164N3	Y	11	3	fin	RIKEN	AP005436.1	147520	RP11
33785	22415827	RP11-72M10	Y	11	3	fin	RIKEN	AP005597.2	163324	RP11
33787	22760189	RP11-131J4	Y	11	3	fin	RIKEN	AP005639.2	168302	RP11
33792	31790674	RP11-415G10	Y	11	3	fin	RIKEN	AP005718.3	186104	RP11
33823	28411650	RP11-176I21	Y	11	3	fin	RIKEN	AP006214.1	62000	RP11
33824	28411651	RP11-729P6	Y	11	3	fin	RIKEN	AP006215.1	189310	RP11
33825	28411652	RP11-87O6	Y	11	3	fin	RIKEN	AP006216.1	177334	RP11
33847	28812046	RP11-24F19	Y	11	3	fin	RIKEN	AP006258.1	174444	RP11
33848	28812047	RP11-5L12	Y	11	3	fin	RIKEN	AP006259.1	100293	RP11
33849	31790632	RP11-61G16	Y	11	3	fin	RIKEN	AP006260.2	163024	RP11
33853	31745074	RP11-11A9	Y	11	3	fin	RIKEN	AP006282.2	124765	RP11
33854	32490502	RP11-496I9	Y	11	3	fin	RIKEN	AP006284.2	104658	RP11
33856	29565546	RP11-1167A19	Y	11	3	fin	RIKEN	AP006287.2	208726	RP11
33857	29565547	RP11-128H22	Y	11	3	fin	RIKEN	AP006288.2	169259	RP11
33858	31790633	RP11-466C23	Y	11	3	fin	RIKEN	AP006289.2	166042	RP11
33865	29335764	RP11-137N23	Y	11	3	fin	RIKEN	AP006296.1	57462	RP11
33890	29467987	RP11-21A7	Y	11	3	fin	RIKEN	AP006333.1	118828	RP11
33891	29467988	RP11-21A7	Y	11	3	fin	RIKEN	AP006334.1	31646	RP11
33892	71891788	RP11-186D19	Y	11	3	fin	RIKEN	AP006345.4	150214	RP11
33893	31790635	RP11-674C21	Y	11	3	fin	RIKEN	AP006437.2	171400	RP11
33896	32490503	RP11-813O18	Y	11	3	fin	RIKEN	AP006462.2	98815	RP11
33897	32188041	RP11-847E17	Y	11	3	fin	RIKEN	AP006463.2	165857	RP11
33898	32526683	RP11-1335O1	Y	11	3	fin	RIKEN	AP006477.2	77332	RP11
33904	34740263	RP11-163O19	Y	11	3	fin	RIKEN	AP006587.1	172438	RP11
33907	37651322	RP11-1276E7	Y	11	3	fin	RIKEN	AP006622.1	114001	RP11
33908	37651323	RP11-1391J7	Y	11	3	fin	RIKEN	AP006623.1	121103	RP11
33911	40736936	RP11-17M1	Y	11	3	fin	RIKEN	AP006724.1	171460	RP11
33913	50251195	RP11-643C9	Y	11	3	fin	RIKEN	AP007216.1	100462	RP11
34874	464095136	RP11-1083I3	Y	11	3	fin	SC	FO680687.2	37898	RP11
